,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk
2012,팔달구,중동,주간,적설,눈,16.0,2.0,1.0,2.0,21.0,37.19485033073037
2013,팔달구,중동,주간,기타,기타,16.0,2.0,2.0,1.0,21.0,37.19485033073037
2014,팔달구,중동,야간,기타,눈,16.0,1.0,2.0,2.0,21.0,37.252529254888245
2015,팔달구,장안동,주간,적설,맑음,13.0,2.0,1.0,5.0,21.0,34.48800806227775
2016,팔달구,장안동,주간,서리/결빙,흐림,13.0,2.0,3.0,3.0,21.0,34.48800806227776
2017,팔달구,영동,주간,건조,기타,13.0,2.0,5.0,1.0,21.0,34.488008062277764
2018,영통구,하동,야간,건조,비,11.0,1.0,5.0,4.0,21.0,32.7411254741339
2019,팔달구,영동,야간,건조,눈,13.0,1.0,5.0,2.0,21.0,34.54568698643564
2020,팔달구,매산로3가,주간,서리/결빙,기타,15.0,2.0,3.0,1.0,21.0,36.2925695745795
2021,팔달구,영동,주간,서리/결빙,흐림,13.0,2.0,3.0,3.0,21.0,34.48800806227776
2022,팔달구,중동,야간,서리/결빙,기타,16.0,1.0,3.0,1.0,21.0,37.25252925488825
2023,팔달구,팔달로3가,야간,기타,기타,17.0,1.0,2.0,1.0,21.0,38.15481001103912
2024,팔달구,중동,야간,적설,흐림,16.0,1.0,1.0,3.0,21.0,37.25252925488825
2025,영통구,신동,주간,젖음/습기,비,11.0,2.0,4.0,4.0,21.0,32.68344654997602
2026,팔달구,팔달로1가,주간,건조,맑음,9.0,2.0,5.0,5.0,21.0,30.878885037674273
2027,팔달구,영동,주간,기타,비,13.0,2.0,2.0,4.0,21.0,34.48800806227775
2028,팔달구,영동,주간,적설,맑음,13.0,2.0,1.0,5.0,21.0,34.48800806227775
2029,팔달구,팔달로3가,야간,적설,눈,17.0,1.0,1.0,2.0,21.0,38.15481001103912
2030,팔달구,장안동,야간,건조,눈,13.0,1.0,5.0,2.0,21.0,34.54568698643564
2031,영통구,신동,야간,건조,비,11.0,1.0,5.0,4.0,21.0,32.7411254741339
2032,영통구,하동,야간,젖음/습기,맑음,11.0,1.0,4.0,5.0,21.0,32.741125474133895
2033,팔달구,영동,야간,기타,맑음,13.0,1.0,2.0,5.0,21.0,34.54568698643563
2034,팔달구,장안동,주간,기타,비,13.0,2.0,2.0,4.0,21.0,34.48800806227775
2035,팔달구,장안동,야간,서리/결빙,비,13.0,1.0,3.0,4.0,21.0,34.54568698643564
2036,팔달구,매산로3가,야간,적설,비,15.0,1.0,1.0,4.0,21.0,36.35024849873738
2037,영통구,하동,주간,젖음/습기,비,11.0,2.0,4.0,4.0,21.0,32.68344654997602
2038,팔달구,매산로3가,주간,적설,흐림,15.0,2.0,1.0,3.0,21.0,36.2925695745795
2039,팔달구,장안동,야간,기타,맑음,13.0,1.0,2.0,5.0,21.0,34.54568698643563
2040,영통구,신동,주간,건조,흐림,11.0,2.0,5.0,3.0,21.0,32.68344654997602
2041,팔달구,남수동,주간,건조,맑음,9.0,2.0,5.0,5.0,21.0,30.878885037674273
2042,영통구,신동,주간,서리/결빙,맑음,11.0,2.0,3.0,5.0,21.0,32.68344654997601
2043,팔달구,영동,야간,젖음/습기,흐림,13.0,1.0,4.0,3.0,21.0,34.54568698643564
2044,팔달구,장안동,야간,젖음/습기,흐림,13.0,1.0,4.0,3.0,21.0,34.54568698643564
2045,영통구,하동,주간,서리/결빙,맑음,11.0,2.0,3.0,5.0,21.0,32.68344654997601
2046,팔달구,매산로3가,야간,기타,흐림,15.0,1.0,2.0,3.0,21.0,36.350248498737386
2047,팔달구,장안동,주간,건조,기타,13.0,2.0,5.0,1.0,21.0,34.488008062277764
2048,팔달구,매산로3가,야간,젖음/습기,기타,15.0,1.0,4.0,1.0,21.0,36.350248498737386
2049,팔달구,영동,야간,서리/결빙,비,13.0,1.0,3.0,4.0,21.0,34.54568698643564
2050,영통구,하동,주간,건조,흐림,11.0,2.0,5.0,3.0,21.0,32.68344654997602
2051,팔달구,매산로3가,주간,기타,눈,15.0,2.0,2.0,2.0,21.0,36.292569574579495
2052,팔달구,매산로3가,야간,서리/결빙,눈,15.0,1.0,3.0,2.0,21.0,36.35024849873738
2053,팔달구,팔달로3가,주간,적설,기타,17.0,2.0,1.0,1.0,21.0,38.09713108688124
2054,영통구,신동,야간,젖음/습기,맑음,11.0,1.0,4.0,5.0,21.0,32.741125474133895
2055,팔달구,장안동,주간,젖음/습기,눈,13.0,2.0,4.0,2.0,21.0,34.48800806227776
2056,영통구,신동,주간,기타,맑음,11.0,2.0,2.0,5.0,20.0,31.59422197470781
2057,영통구,신동,주간,젖음/습기,흐림,11.0,2.0,4.0,3.0,20.0,31.594221974707818
2058,팔달구,매산로3가,주간,적설,눈,15.0,2.0,1.0,2.0,20.0,35.2033449993113
2059,팔달구,매산로3가,주간,기타,기타,15.0,2.0,2.0,1.0,20.0,35.2033449993113
2060,팔달구,남수동,주간,젖음/습기,맑음,9.0,2.0,4.0,5.0,20.0,29.789660462406072
2061,팔달구,팔달로1가,주간,건조,비,9.0,2.0,5.0,4.0,20.0,29.789660462406076
2062,팔달구,영동,야간,건조,기타,13.0,1.0,5.0,1.0,20.0,33.45646241116744
2063,영통구,신동,야간,서리/결빙,맑음,11.0,1.0,3.0,5.0,20.0,31.651900898865698
2064,영통구,하동,야간,건조,흐림,11.0,1.0,5.0,3.0,20.0,31.6519008988657
2065,영통구,신동,야간,건조,흐림,11.0,1.0,5.0,3.0,20.0,31.6519008988657
2066,영통구,하동,주간,기타,맑음,11.0,2.0,2.0,5.0,20.0,31.59422197470781
2067,영통구,하동,주간,젖음/습기,흐림,11.0,2.0,4.0,3.0,20.0,31.594221974707818
2068,영통구,하동,주간,서리/결빙,비,11.0,2.0,3.0,4.0,20.0,31.594221974707814
2069,팔달구,영동,야간,서리/결빙,흐림,13.0,1.0,3.0,3.0,20.0,33.45646241116744
2070,팔달구,장안동,주간,기타,흐림,13.0,2.0,2.0,3.0,20.0,33.39878348700955
2071,팔달구,영동,야간,젖음/습기,눈,13.0,1.0,4.0,2.0,20.0,33.45646241116744
2072,영통구,하동,야간,젖음/습기,비,11.0,1.0,4.0,4.0,20.0,31.651900898865698
2073,영통구,하동,주간,건조,눈,11.0,2.0,5.0,2.0,20.0,31.59422197470782
2074,팔달구,팔달로1가,야간,건조,맑음,9.0,1.0,5.0,5.0,20.0,29.847339386563956
2075,팔달구,남수동,주간,건조,비,9.0,2.0,5.0,4.0,20.0,29.789660462406076
2076,팔달구,장안동,주간,적설,비,13.0,2.0,1.0,4.0,20.0,33.39878348700955
2077,팔달구,영동,야간,기타,비,13.0,1.0,2.0,4.0,20.0,33.456462411167436
2078,팔달구,영동,야간,적설,맑음,13.0,1.0,1.0,5.0,20.0,33.456462411167436
2079,팔달구,중동,야간,적설,눈,16.0,1.0,1.0,2.0,20.0,36.16330467962005
2080,영통구,신동,주간,건조,눈,11.0,2.0,5.0,2.0,20.0,31.59422197470782
2081,영통구,신동,주간,서리/결빙,비,11.0,2.0,3.0,4.0,20.0,31.594221974707814
2082,팔달구,팔달로1가,주간,젖음/습기,맑음,9.0,2.0,4.0,5.0,20.0,29.789660462406072
2083,팔달구,남수동,야간,건조,맑음,9.0,1.0,5.0,5.0,20.0,29.847339386563956
2084,팔달구,영동,주간,기타,흐림,13.0,2.0,2.0,3.0,20.0,33.39878348700955
2085,팔달구,영동,주간,젖음/습기,기타,13.0,2.0,4.0,1.0,20.0,33.39878348700956
2086,팔달구,영동,주간,서리/결빙,눈,13.0,2.0,3.0,2.0,20.0,33.39878348700955
2087,팔달구,장안동,주간,젖음/습기,기타,13.0,2.0,4.0,1.0,20.0,33.39878348700956
2088,팔달구,중동,주간,적설,기타,16.0,2.0,1.0,1.0,20.0,36.10562575546217
2089,팔달구,장안동,야간,서리/결빙,흐림,13.0,1.0,3.0,3.0,20.0,33.45646241116744
2090,팔달구,매산로3가,야간,서리/결빙,기타,15.0,1.0,3.0,1.0,20.0,35.26102392346918
2091,팔달구,매산로3가,야간,적설,흐림,15.0,1.0,1.0,3.0,20.0,35.26102392346918
2092,영통구,하동,야간,서리/결빙,맑음,11.0,1.0,3.0,5.0,20.0,31.651900898865698
2093,팔달구,장안동,야간,젖음/습기,눈,13.0,1.0,4.0,2.0,20.0,33.45646241116744
2094,팔달구,장안동,야간,기타,비,13.0,1.0,2.0,4.0,20.0,33.456462411167436
2095,팔달구,장안동,야간,적설,맑음,13.0,1.0,1.0,5.0,20.0,33.456462411167436
2096,팔달구,장안동,주간,서리/결빙,눈,13.0,2.0,3.0,2.0,20.0,33.39878348700955
2097,영통구,신동,야간,젖음/습기,비,11.0,1.0,4.0,4.0,20.0,31.651900898865698
2098,팔달구,팔달로3가,야간,적설,기타,17.0,1.0,1.0,1.0,20.0,37.06558543577092
2099,팔달구,장안동,야간,건조,기타,13.0,1.0,5.0,1.0,20.0,33.45646241116744
2100,팔달구,영동,주간,적설,비,13.0,2.0,1.0,4.0,20.0,33.39878348700955
2101,팔달구,매산로3가,야간,기타,눈,15.0,1.0,2.0,2.0,20.0,35.26102392346918
2102,팔달구,중동,야간,기타,기타,16.0,1.0,2.0,1.0,20.0,36.16330467962005
2103,팔달구,매산로3가,야간,기타,기타,15.0,1.0,2.0,1.0,19.0,34.171799348200985
2104,팔달구,남수동,주간,건조,흐림,9.0,2.0,5.0,3.0,19.0,28.700435887137875
2105,팔달구,남수동,야간,젖음/습기,맑음,9.0,1.0,4.0,5.0,19.0,28.758114811295755
2106,영통구,하동,야간,서리/결빙,비,11.0,1.0,3.0,4.0,19.0,30.5626763235975
2107,팔달구,영동,주간,서리/결빙,기타,13.0,2.0,3.0,1.0,19.0,32.309558911741355
2108,영통구,하동,주간,기타,비,11.0,2.0,2.0,4.0,19.0,30.50499739943961
2109,팔달구,영동,야간,기타,흐림,13.0,1.0,2.0,3.0,19.0,32.36723783589924
2110,팔달구,팔달로1가,야간,젖음/습기,맑음,9.0,1.0,4.0,5.0,19.0,28.758114811295755
2111,팔달구,매산로3가,주간,적설,기타,15.0,2.0,1.0,1.0,19.0,34.1141204240431
2112,팔달구,장안동,주간,적설,흐림,13.0,2.0,1.0,3.0,19.0,32.309558911741355
2113,팔달구,팔달로1가,야간,건조,비,9.0,1.0,5.0,4.0,19.0,28.758114811295755
2114,팔달구,영동,야간,젖음/습기,기타,13.0,1.0,4.0,1.0,19.0,32.367237835899246
2115,팔달구,팔달로1가,주간,젖음/습기,비,9.0,2.0,4.0,4.0,19.0,28.70043588713787
2116,팔달구,장안동,야간,기타,흐림,13.0,1.0,2.0,3.0,19.0,32.36723783589924
2117,영통구,신동,주간,젖음/습기,눈,11.0,2.0,4.0,2.0,19.0,30.50499739943962
2118,영통구,신동,야간,기타,맑음,11.0,1.0,2.0,5.0,19.0,30.562676323597493
2119,팔달구,영동,야간,서리/결빙,눈,13.0,1.0,3.0,2.0,19.0,32.36723783589924
2120,영통구,신동,주간,서리/결빙,흐림,11.0,2.0,3.0,3.0,19.0,30.504997399439613
2121,영통구,하동,주간,건조,기타,11.0,2.0,5.0,1.0,19.0,30.50499739943962
2122,팔달구,장안동,야간,젖음/습기,기타,13.0,1.0,4.0,1.0,19.0,32.367237835899246
2123,팔달구,장안동,주간,기타,눈,13.0,2.0,2.0,2.0,19.0,32.309558911741355
2124,영통구,하동,주간,서리/결빙,흐림,11.0,2.0,3.0,3.0,19.0,30.504997399439613
2125,팔달구,매산로3가,야간,적설,눈,15.0,1.0,1.0,2.0,19.0,34.17179934820098
2126,팔달구,남수동,야간,건조,비,9.0,1.0,5.0,4.0,19.0,28.758114811295755
2127,영통구,하동,주간,젖음/습기,눈,11.0,2.0,4.0,2.0,19.0,30.50499739943962
2128,영통구,신동,야간,건조,눈,11.0,1.0,5.0,2.0,19.0,30.562676323597504
2129,팔달구,남수동,주간,서리/결빙,맑음,9.0,2.0,3.0,5.0,19.0,28.70043588713787
2130,팔달구,장안동,야간,적설,비,13.0,1.0,1.0,4.0,19.0,32.36723783589923
2131,팔달구,중동,야간,적설,기타,16.0,1.0,1.0,1.0,19.0,35.07408010435185
2132,영통구,하동,야간,건조,눈,11.0,1.0,5.0,2.0,19.0,30.562676323597504
2133,영통구,신동,야간,젖음/습기,흐림,11.0,1.0,4.0,3.0,19.0,30.5626763235975
2134,팔달구,팔달로1가,주간,서리/결빙,맑음,9.0,2.0,3.0,5.0,19.0,28.70043588713787
2135,영통구,신동,주간,기타,비,11.0,2.0,2.0,4.0,19.0,30.50499739943961
2136,영통구,신동,주간,적설,맑음,11.0,2.0,1.0,5.0,19.0,30.50499739943961
2137,장안구,하광교동,주간,건조,맑음,7.0,2.0,5.0,5.0,19.0,26.895874374836133
2138,팔달구,팔달로1가,주간,건조,흐림,9.0,2.0,5.0,3.0,19.0,28.700435887137875
2139,영통구,하동,야간,기타,맑음,11.0,1.0,2.0,5.0,19.0,30.562676323597493
2140,팔달구,구천동,주간,건조,맑음,7.0,2.0,5.0,5.0,19.0,26.895874374836133
2141,팔달구,남수동,주간,젖음/습기,비,9.0,2.0,4.0,4.0,19.0,28.70043588713787
2142,팔달구,장안동,야간,서리/결빙,눈,13.0,1.0,3.0,2.0,19.0,32.36723783589924
2143,영통구,신동,야간,서리/결빙,비,11.0,1.0,3.0,4.0,19.0,30.5626763235975
2144,영통구,하동,주간,적설,맑음,11.0,2.0,1.0,5.0,19.0,30.50499739943961
2145,팔달구,장안동,주간,서리/결빙,기타,13.0,2.0,3.0,1.0,19.0,32.309558911741355
2146,팔달구,영동,주간,적설,흐림,13.0,2.0,1.0,3.0,19.0,32.309558911741355
2147,영통구,하동,야간,젖음/습기,흐림,11.0,1.0,4.0,3.0,19.0,30.5626763235975
2148,팔달구,영동,주간,기타,눈,13.0,2.0,2.0,2.0,19.0,32.309558911741355
2149,영통구,신동,주간,건조,기타,11.0,2.0,5.0,1.0,19.0,30.50499739943962
2150,팔달구,영동,야간,적설,비,13.0,1.0,1.0,4.0,19.0,32.36723783589923
2151,영통구,하동,야간,서리/결빙,흐림,11.0,1.0,3.0,3.0,18.0,29.4734517483293
2152,팔달구,팔달로1가,주간,젖음/습기,흐림,9.0,2.0,4.0,3.0,18.0,27.611211311869674
2153,영통구,하동,야간,기타,비,11.0,1.0,2.0,4.0,18.0,29.473451748329296
2154,팔달구,남수동,야간,서리/결빙,맑음,9.0,1.0,3.0,5.0,18.0,27.66889023602755
2155,영통구,신동,야간,젖음/습기,눈,11.0,1.0,4.0,2.0,18.0,29.473451748329303
2156,영통구,하동,주간,적설,비,11.0,2.0,1.0,4.0,18.0,29.415772824171412
2157,영통구,신동,야간,서리/결빙,흐림,11.0,1.0,3.0,3.0,18.0,29.4734517483293
2158,팔달구,장안동,야간,적설,흐림,13.0,1.0,1.0,3.0,18.0,31.278013260631035
2159,팔달구,남수동,주간,건조,눈,9.0,2.0,5.0,2.0,18.0,27.611211311869678
2160,팔달구,영동,야간,기타,눈,13.0,1.0,2.0,2.0,18.0,31.278013260631038
2161,팔달구,남수동,주간,서리/결빙,비,9.0,2.0,3.0,4.0,18.0,27.611211311869674
2162,팔달구,남수동,주간,기타,맑음,9.0,2.0,2.0,5.0,18.0,27.611211311869667
2163,영통구,신동,야간,건조,기타,11.0,1.0,5.0,1.0,18.0,29.473451748329303
2164,팔달구,남수동,야간,젖음/습기,비,9.0,1.0,4.0,4.0,18.0,27.668890236027558
2165,팔달구,영동,야간,적설,흐림,13.0,1.0,1.0,3.0,18.0,31.278013260631035
2166,팔달구,영동,야간,서리/결빙,기타,13.0,1.0,3.0,1.0,18.0,31.27801326063104
2167,팔달구,팔달로1가,주간,기타,맑음,9.0,2.0,2.0,5.0,18.0,27.611211311869667
2168,팔달구,남수동,주간,젖음/습기,흐림,9.0,2.0,4.0,3.0,18.0,27.611211311869674
2169,팔달구,장안동,야간,기타,눈,13.0,1.0,2.0,2.0,18.0,31.278013260631038
2170,장안구,하광교동,주간,건조,비,7.0,2.0,5.0,4.0,18.0,25.806649799567936
2171,영통구,하동,주간,기타,흐림,11.0,2.0,2.0,3.0,18.0,29.415772824171412
2172,팔달구,팔달로1가,야간,서리/결빙,맑음,9.0,1.0,3.0,5.0,18.0,27.66889023602755
2173,영통구,하동,야간,건조,기타,11.0,1.0,5.0,1.0,18.0,29.473451748329303
2174,팔달구,장안동,야간,서리/결빙,기타,13.0,1.0,3.0,1.0,18.0,31.27801326063104
2175,팔달구,구천동,야간,건조,맑음,7.0,1.0,5.0,5.0,18.0,25.864328723725816
2176,팔달구,팔달로1가,야간,젖음/습기,비,9.0,1.0,4.0,4.0,18.0,27.668890236027558
2177,영통구,하동,야간,젖음/습기,눈,11.0,1.0,4.0,2.0,18.0,29.473451748329303
2178,장안구,하광교동,주간,젖음/습기,맑음,7.0,2.0,4.0,5.0,18.0,25.806649799567932
2179,팔달구,영동,주간,기타,기타,13.0,2.0,2.0,1.0,18.0,31.220334336473154
2180,팔달구,팔달로1가,주간,건조,눈,9.0,2.0,5.0,2.0,18.0,27.611211311869678
2181,팔달구,영동,주간,적설,눈,13.0,2.0,1.0,2.0,18.0,31.220334336473154
2182,팔달구,구천동,주간,젖음/습기,맑음,7.0,2.0,4.0,5.0,18.0,25.806649799567932
2183,영통구,신동,주간,젖음/습기,기타,11.0,2.0,4.0,1.0,18.0,29.41577282417142
2184,팔달구,구천동,주간,건조,비,7.0,2.0,5.0,4.0,18.0,25.806649799567936
2185,장안구,하광교동,야간,건조,맑음,7.0,1.0,5.0,5.0,18.0,25.864328723725816
2186,영통구,신동,주간,적설,비,11.0,2.0,1.0,4.0,18.0,29.415772824171412
2187,영통구,신동,주간,기타,흐림,11.0,2.0,2.0,3.0,18.0,29.415772824171412
2188,영통구,신동,야간,적설,맑음,11.0,1.0,1.0,5.0,18.0,29.473451748329293
2189,팔달구,팔달로1가,야간,건조,흐림,9.0,1.0,5.0,3.0,18.0,27.668890236027558
2190,팔달구,장안동,주간,적설,눈,13.0,2.0,1.0,2.0,18.0,31.220334336473154
2191,팔달구,장안동,주간,기타,기타,13.0,2.0,2.0,1.0,18.0,31.220334336473154
2192,영통구,신동,야간,기타,비,11.0,1.0,2.0,4.0,18.0,29.473451748329296
2193,팔달구,매산로3가,야간,적설,기타,15.0,1.0,1.0,1.0,18.0,33.08257477293278
2194,영통구,하동,주간,젖음/습기,기타,11.0,2.0,4.0,1.0,18.0,29.41577282417142
2195,영통구,신동,주간,서리/결빙,눈,11.0,2.0,3.0,2.0,18.0,29.415772824171416
2196,팔달구,팔달로1가,주간,서리/결빙,비,9.0,2.0,3.0,4.0,18.0,27.611211311869674
2197,영통구,하동,주간,서리/결빙,눈,11.0,2.0,3.0,2.0,18.0,29.415772824171416
2198,영통구,하동,야간,적설,맑음,11.0,1.0,1.0,5.0,18.0,29.473451748329293
2199,팔달구,남수동,야간,건조,흐림,9.0,1.0,5.0,3.0,18.0,27.668890236027558
2200,팔달구,팔달로1가,주간,건조,기타,9.0,2.0,5.0,1.0,17.0,26.521986736601477
2201,장안구,하광교동,야간,건조,비,7.0,1.0,5.0,4.0,17.0,24.775104148457615
2202,장안구,하광교동,야간,젖음/습기,맑음,7.0,1.0,4.0,5.0,17.0,24.775104148457615
2203,영통구,신동,야간,서리/결빙,눈,11.0,1.0,3.0,2.0,17.0,28.384227173061102
2204,팔달구,팔달로1가,주간,서리/결빙,흐림,9.0,2.0,3.0,3.0,17.0,26.521986736601473
2205,팔달구,팔달로1가,주간,기타,비,9.0,2.0,2.0,4.0,17.0,26.52198673660147
2206,영통구,하동,야간,서리/결빙,눈,11.0,1.0,3.0,2.0,17.0,28.384227173061102
2207,영통구,신동,야간,기타,흐림,11.0,1.0,2.0,3.0,17.0,28.384227173061095
2208,팔달구,구천동,야간,젖음/습기,맑음,7.0,1.0,4.0,5.0,17.0,24.775104148457615
2209,팔달구,구천동,야간,건조,비,7.0,1.0,5.0,4.0,17.0,24.775104148457615
2210,팔달구,팔달로1가,주간,적설,맑음,9.0,2.0,1.0,5.0,17.0,26.521986736601466
2211,팔달구,팔달로1가,주간,젖음/습기,눈,9.0,2.0,4.0,2.0,17.0,26.521986736601477
2212,영통구,신동,야간,적설,비,11.0,1.0,1.0,4.0,17.0,28.38422717306109
2213,팔달구,남수동,주간,적설,맑음,9.0,2.0,1.0,5.0,17.0,26.521986736601466
2214,영통구,신동,야간,젖음/습기,기타,11.0,1.0,4.0,1.0,17.0,28.384227173061102
2215,영통구,하동,야간,적설,비,11.0,1.0,1.0,4.0,17.0,28.38422717306109
2216,팔달구,남수동,주간,기타,비,9.0,2.0,2.0,4.0,17.0,26.52198673660147
2217,팔달구,팔달로1가,야간,서리/결빙,비,9.0,1.0,3.0,4.0,17.0,26.579665660759353
2218,팔달구,팔달로1가,야간,젖음/습기,흐림,9.0,1.0,4.0,3.0,17.0,26.579665660759357
2219,팔달구,남수동,야간,서리/결빙,비,9.0,1.0,3.0,4.0,17.0,26.579665660759353
2220,팔달구,팔달로1가,야간,기타,맑음,9.0,1.0,2.0,5.0,17.0,26.57966566075935
2221,장안구,하광교동,주간,건조,흐림,7.0,2.0,5.0,3.0,17.0,24.717425224299735
2222,팔달구,남수동,야간,기타,맑음,9.0,1.0,2.0,5.0,17.0,26.57966566075935
2223,팔달구,구천동,주간,젖음/습기,비,7.0,2.0,4.0,4.0,17.0,24.71742522429973
2224,팔달구,구천동,주간,서리/결빙,맑음,7.0,2.0,3.0,5.0,17.0,24.71742522429973
2225,팔달구,구천동,주간,건조,흐림,7.0,2.0,5.0,3.0,17.0,24.717425224299735
2226,영통구,신동,주간,적설,흐림,11.0,2.0,1.0,3.0,17.0,28.32654824890321
2227,팔달구,장안동,야간,적설,눈,13.0,1.0,1.0,2.0,17.0,30.188788685362837
2228,팔달구,장안동,야간,기타,기타,13.0,1.0,2.0,1.0,17.0,30.188788685362837
2229,영통구,신동,주간,기타,눈,11.0,2.0,2.0,2.0,17.0,28.326548248903215
2230,영통구,신동,주간,서리/결빙,기타,11.0,2.0,3.0,1.0,17.0,28.326548248903215
2231,팔달구,영동,야간,적설,눈,13.0,1.0,1.0,2.0,17.0,30.188788685362837
2232,팔달구,매향동,주간,건조,맑음,5.0,2.0,5.0,5.0,17.0,22.912863711997986
2233,장안구,하광교동,주간,젖음/습기,비,7.0,2.0,4.0,4.0,17.0,24.71742522429973
2234,팔달구,영동,주간,적설,기타,13.0,2.0,1.0,1.0,17.0,30.131109761204954
2235,팔달구,남수동,야간,건조,눈,9.0,1.0,5.0,2.0,17.0,26.57966566075936
2236,팔달구,남수동,야간,젖음/습기,흐림,9.0,1.0,4.0,3.0,17.0,26.579665660759357
2237,팔달구,팔달로1가,야간,건조,눈,9.0,1.0,5.0,2.0,17.0,26.57966566075936
2238,영통구,하동,야간,기타,흐림,11.0,1.0,2.0,3.0,17.0,28.384227173061095
2239,팔달구,영동,야간,기타,기타,13.0,1.0,2.0,1.0,17.0,30.188788685362837
2240,팔달구,장안동,주간,적설,기타,13.0,2.0,1.0,1.0,17.0,30.131109761204954
2241,팔달구,교동,주간,건조,맑음,5.0,2.0,5.0,5.0,17.0,22.912863711997986
2242,팔달구,남수동,주간,젖음/습기,눈,9.0,2.0,4.0,2.0,17.0,26.521986736601477
2243,팔달구,남수동,주간,서리/결빙,흐림,9.0,2.0,3.0,3.0,17.0,26.521986736601473
2244,팔달구,남수동,주간,건조,기타,9.0,2.0,5.0,1.0,17.0,26.521986736601477
2245,영통구,하동,주간,적설,흐림,11.0,2.0,1.0,3.0,17.0,28.32654824890321
2246,영통구,하동,야간,젖음/습기,기타,11.0,1.0,4.0,1.0,17.0,28.384227173061102
2247,영통구,하동,주간,기타,눈,11.0,2.0,2.0,2.0,17.0,28.326548248903215
2248,영통구,하동,주간,서리/결빙,기타,11.0,2.0,3.0,1.0,17.0,28.326548248903215
2249,장안구,하광교동,주간,서리/결빙,맑음,7.0,2.0,3.0,5.0,17.0,24.71742522429973
2250,팔달구,팔달로1가,야간,기타,비,9.0,1.0,2.0,4.0,16.0,25.49044108549115
2251,팔달구,매향동,주간,건조,비,5.0,2.0,5.0,4.0,16.0,21.82363913672979
2252,영통구,신동,야간,서리/결빙,기타,11.0,1.0,3.0,1.0,16.0,27.2950025977929
2253,팔달구,남수동,주간,젖음/습기,기타,9.0,2.0,4.0,1.0,16.0,25.432762161333276
2254,팔달구,남수동,주간,기타,흐림,9.0,2.0,2.0,3.0,16.0,25.43276216133327
2255,팔달구,팔달로1가,주간,젖음/습기,기타,9.0,2.0,4.0,1.0,16.0,25.432762161333276
2256,영통구,신동,야간,기타,눈,11.0,1.0,2.0,2.0,16.0,27.295002597792898
2257,팔달구,팔달로1가,주간,기타,흐림,9.0,2.0,2.0,3.0,16.0,25.43276216133327
2258,팔달구,팔달로1가,주간,적설,비,9.0,2.0,1.0,4.0,16.0,25.432762161333265
2259,영통구,하동,주간,적설,눈,11.0,2.0,1.0,2.0,16.0,27.237323673635014
2260,팔달구,매향동,주간,젖음/습기,맑음,5.0,2.0,4.0,5.0,16.0,21.823639136729785
2261,장안구,하광교동,주간,기타,맑음,7.0,2.0,2.0,5.0,16.0,23.628200649031527
2262,팔달구,팔달로1가,야간,서리/결빙,흐림,9.0,1.0,3.0,3.0,16.0,25.490441085491153
2263,팔달구,구천동,주간,기타,맑음,7.0,2.0,2.0,5.0,16.0,23.628200649031527
2264,장안구,하광교동,주간,젖음/습기,흐림,7.0,2.0,4.0,3.0,16.0,23.628200649031534
2265,장안구,하광교동,주간,서리/결빙,비,7.0,2.0,3.0,4.0,16.0,23.628200649031534
2266,팔달구,팔달로1가,야간,젖음/습기,눈,9.0,1.0,4.0,2.0,16.0,25.49044108549116
2267,영통구,신동,야간,적설,흐림,11.0,1.0,1.0,3.0,16.0,27.295002597792895
2268,팔달구,팔달로1가,주간,서리/결빙,눈,9.0,2.0,3.0,2.0,16.0,25.432762161333276
2269,팔달구,구천동,야간,서리/결빙,맑음,7.0,1.0,3.0,5.0,16.0,23.68587957318941
2270,영통구,신동,주간,적설,눈,11.0,2.0,1.0,2.0,16.0,27.237323673635014
2271,팔달구,남수동,주간,서리/결빙,눈,9.0,2.0,3.0,2.0,16.0,25.432762161333276
2272,팔달구,구천동,주간,건조,눈,7.0,2.0,5.0,2.0,16.0,23.628200649031537
2273,장안구,하광교동,야간,건조,흐림,7.0,1.0,5.0,3.0,16.0,23.685879573189418
2274,팔달구,팔달로1가,야간,건조,기타,9.0,1.0,5.0,1.0,16.0,25.49044108549116
2275,장안구,하광교동,야간,서리/결빙,맑음,7.0,1.0,3.0,5.0,16.0,23.68587957318941
2276,영통구,하동,주간,기타,기타,11.0,2.0,2.0,1.0,16.0,27.237323673635014
2277,장안구,하광교동,야간,젖음/습기,비,7.0,1.0,4.0,4.0,16.0,23.685879573189418
2278,팔달구,구천동,주간,서리/결빙,비,7.0,2.0,3.0,4.0,16.0,23.628200649031534
2279,팔달구,구천동,주간,젖음/습기,흐림,7.0,2.0,4.0,3.0,16.0,23.628200649031534
2280,팔달구,구천동,야간,젖음/습기,비,7.0,1.0,4.0,4.0,16.0,23.685879573189418
2281,팔달구,구천동,야간,건조,흐림,7.0,1.0,5.0,3.0,16.0,23.685879573189418
2282,팔달구,팔달로1가,야간,적설,맑음,9.0,1.0,1.0,5.0,16.0,25.49044108549115
2283,영통구,신동,주간,기타,기타,11.0,2.0,2.0,1.0,16.0,27.237323673635014
2284,팔달구,영동,야간,적설,기타,13.0,1.0,1.0,1.0,16.0,29.099564110094637
2285,장안구,하광교동,주간,건조,눈,7.0,2.0,5.0,2.0,16.0,23.628200649031537
2286,영통구,하동,야간,서리/결빙,기타,11.0,1.0,3.0,1.0,16.0,27.2950025977929
